RTC_Data	RTC_Czas	GPS_Lat	GPS_Lon	 gps_wysokosc	gps_speed	gps_course	gps_satelite	gps_hdop(dokładność)	 GPS_Data	GPS_Godzina	Accel_X	Accel_Y	Accel_Z	Gyro_X	Gyro_Y	Gyro_Z	Temp_MPU	Temp_BMP	Pressure	Wysokosc_wyliczona	Temp_AHT	Wilgotnosc	MQ2_Analog	MQ2_Digital
2025.3.17	16.21.14	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.24.35	17.5.2025	-0.163	0.653	-1.146	134.107	-623.420	82.412	41.38	44.27	174.82	12347.73	43.09	8.80	1267	Wysoki poziom gazu
2025.3.17	16.21.25	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.24.45	17.5.2025	0.307	-0.076	-2.164	-333.496	467.298	73.588	41.24	44.28	180.34	12158.05	43.08	8.84	1264	Wysoki poziom gazu
2025.3.17	16.21.35	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.24.55	17.5.2025	0.286	0.543	-1.208	-482.840	-57.740	53.435	41.19	44.28	185.86	11972.72	43.07	8.89	1251	Wysoki poziom gazu
2025.3.17	16.21.45	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.25.5	17.5.2025	0.628	0.257	-0.637	-331.603	-191.511	140.763	41.09	44.27	191.31	11794.24	43.07	8.74	1245	Wysoki poziom gazu
2025.3.17	16.21.55	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.25.15	17.5.2025	0.167	-0.474	-1.833	364.427	30.595	14.382	41.05	44.27	196.99	11612.63	43.06	8.83	1232	Wysoki poziom gazu
2025.3.17	16.22.5	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.25.25	17.5.2025	0.309	-0.054	-1.394	-258.626	-360.916	57.863	41.14	44.25	202.95	11426.73	43.03	8.86	963	Wysoki poziom gazu
2025.3.17	16.22.15	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.25.35	17.5.2025	-0.152	-0.005	-0.995	-46.321	83.725	-50.534	41.14	44.24	208.80	11248.14	43.00	8.84	1211	Wysoki poziom gazu
2025.3.17	16.22.25	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.25.45	17.5.2025	-0.252	-0.064	-1.263	99.053	178.107	-85.527	41.00	44.24	214.64	11074.14	43.00	8.82	1239	Wysoki poziom gazu
2025.3.17	16.22.35	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.25.55	17.5.2025	0.059	-0.140	-0.914	-12.366	10.290	-190.198	40.95	44.23	220.79	10894.82	42.99	8.77	1200	Wysoki poziom gazu
2025.3.17	16.22.45	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.26.6	17.5.2025	-0.594	-0.556	-2.292	-127.237	-490.321	61.313	40.95	44.22	227.10	10715.05	42.98	8.86	1190	Wysoki poziom gazu
2025.3.17	16.22.55	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.26.16	17.5.2025	-0.025	0.041	-1.500	-278.901	250.229	107.267	41.05	44.20	233.31	10541.96	42.96	8.80	1181	Wysoki poziom gazu
2025.3.17	16.23.5	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.26.26	17.5.2025	0.406	0.474	-0.383	-115.420	-15.450	263.389	40.91	44.18	239.45	10374.58	42.94	8.85	1181	Wysoki poziom gazu
2025.3.17	16.23.15	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.26.36	17.5.2025	-0.859	0.418	-0.865	33.954	-97.130	137.679	41.00	44.19	245.90	10202.34	42.93	8.75	1168	Wysoki poziom gazu
2025.3.17	16.23.26	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.26.46	17.5.2025	-0.124	-0.281	-1.485	41.344	-204.427	52.183	40.86	44.19	252.07	10040.99	42.90	8.84	1156	Wysoki poziom gazu
2025.3.17	16.23.36	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.26.56	17.5.2025	0.550	-0.307	-1.310	15.145	185.344	115.053	40.81	44.19	258.69	9871.39	42.91	8.71	1183	Wysoki poziom gazu
2025.3.17	16.23.46	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.27.6	17.5.2025	-0.043	-0.193	-1.286	75.908	-24.550	-50.290	40.81	44.18	265.34	9704.66	42.88	8.65	1143	Wysoki poziom gazu
2025.3.17	16.23.56	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.27.16	17.5.2025	-0.603	0.348	-0.592	-245.466	-214.779	82.779	40.81	44.18	272.36	9532.12	42.86	8.63	1134	Wysoki poziom gazu
2025.3.17	16.24.6	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.27.26	17.5.2025	0.174	-0.105	-1.048	-81.344	11.603	-111.695	40.72	44.16	279.23	9366.73	42.85	8.62	1131	Wysoki poziom gazu
2025.3.17	16.24.16	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.27.36	17.5.2025	-0.107	-0.154	-1.223	88.061	29.557	37.771	40.77	44.15	286.20	9202.24	42.83	8.75	1143	Wysoki poziom gazu
2025.3.17	16.24.26	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.27.46	17.5.2025	-0.148	0.088	-0.732	-107.450	-11.664	65.160	40.72	44.15	293.07	9043.51	42.81	8.71	1125	Wysoki poziom gazu
2025.3.17	16.24.36	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.27.56	17.5.2025	0.063	0.046	-0.874	-137.588	-75.664	118.534	40.62	44.14	300.26	8880.35	42.81	8.62	1104	Wysoki poziom gazu
2025.3.17	16.24.46	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.28.7	17.5.2025	-0.001	-0.198	-0.976	26.412	-46.168	220.122	40.53	44.13	307.45	8720.22	42.79	8.64	1102	Wysoki poziom gazu
2025.3.17	16.24.56	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.28.17	17.5.2025	0.010	0.039	-1.013	51.664	192.092	-148.794	40.58	44.12	314.78	8560.25	42.77	8.65	1121	Wysoki poziom gazu
2025.3.17	16.25.6	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.28.27	17.5.2025	-0.066	0.140	-0.845	-132.611	-33.130	124.885	40.39	44.11	322.58	8393.33	42.76	8.71	1072	Wysoki poziom gazu
2025.3.17	16.25.16	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.28.37	17.5.2025	-0.042	-0.273	-1.529	131.420	-105.435	159.206	40.53	44.09	330.39	8229.22	42.71	8.60	1065	Wysoki poziom gazu
2025.3.17	16.25.27	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.28.47	17.5.2025	-0.195	0.094	-0.915	-83.573	-403.481	-72.702	40.44	44.07	337.96	8073.29	42.68	8.44	1081	Wysoki poziom gazu
2025.3.17	16.25.37	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.28.57	17.5.2025	0.889	-0.079	-1.467	244.122	-289.496	-18.076	40.34	44.04	346.02	7909.73	42.64	8.52	1067	Wysoki poziom gazu
2025.3.17	16.25.47	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.29.7	17.5.2025	-0.121	-0.089	-1.047	89.802	72.947	-0.733	40.29	44.01	353.83	7755.28	42.61	8.58	1049	Wysoki poziom gazu
2025.3.17	16.25.57	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.29.17	17.5.2025	0.247	-0.059	-0.775	-6.076	-38.992	174.382	40.29	43.99	361.90	7597.97	42.61	8.58	1077	Wysoki poziom gazu
2025.3.17	16.26.7	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.29.27	17.5.2025	0.330	-0.320	-1.125	-28.794	-0.397	124.977	40.20	43.97	370.05	7442.04	42.57	8.46	1040	Wysoki poziom gazu
2025.3.17	16.26.17	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.29.37	17.5.2025	-0.193	-0.037	-1.205	49.374	190.412	-156.122	40.20	43.96	378.25	7287.80	42.56	8.49	1066	Wysoki poziom gazu
2025.3.17	16.26.27	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.29.47	17.5.2025	0.159	-0.328	-2.178	-334.809	184.672	7.817	40.20	43.95	386.35	7138.27	42.52	8.66	1008	Wysoki poziom gazu
2025.3.17	16.26.37	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.29.57	17.5.2025	-0.097	0.222	-0.845	178.870	-38.779	3.481	40.20	43.93	394.40	6989.36	42.50	8.55	1013	Wysoki poziom gazu
2025.3.17	16.26.47	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.30.8	17.5.2025	-0.077	0.474	-0.552	34.565	151.664	85.008	40.15	43.89	402.78	6842.28	42.46	8.45	1004	Wysoki poziom gazu
2025.3.17	16.26.57	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.30.18	17.5.2025	-0.002	-0.401	-1.326	134.595	-142.321	121.924	40.06	43.85	411.24	6693.61	42.42	8.46	1086	Wysoki poziom gazu
2025.3.17	16.27.7	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.30.28	17.5.2025	-0.279	0.163	-1.280	117.832	106.901	185.893	40.06	43.81	419.68	6547.85	42.39	8.53	1017	Wysoki poziom gazu
2025.3.17	16.27.17	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.30.38	17.5.2025	-0.268	0.078	-1.225	-97.710	-50.962	-74.168	39.97	43.80	428.19	6403.31	42.36	8.59	939	Wysoki poziom gazu
2025.3.17	16.27.28	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.30.48	17.5.2025	0.008	0.119	-0.918	284.305	-19.023	-154.870	39.97	43.79	436.75	6260.17	42.36	8.61	1043	Wysoki poziom gazu
2025.3.17	16.27.38	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.30.58	17.5.2025	0.091	-0.076	-0.776	18.290	-24.458	62.809	39.92	43.78	445.20	6121.09	42.33	8.51	1022	Wysoki poziom gazu
2025.3.17	16.27.48	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.31.8	17.5.2025	-0.115	0.034	-2.063	-467.786	-285.191	-195.847	39.82	43.74	453.91	5979.97	42.31	8.48	947	Wysoki poziom gazu
2025.3.17	16.27.58	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.31.18	17.5.2025	0.105	-0.313	-1.112	-65.435	-19.053	-51.908	39.82	43.71	462.47	5843.27	42.25	8.46	959	Wysoki poziom gazu
2025.3.17	16.28.8	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.31.28	17.5.2025	-0.209	-0.333	-1.288	-172.916	-163.664	77.527	39.78	43.67	471.15	5706.94	42.22	8.49	1035	Wysoki poziom gazu
2025.3.17	16.28.18	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.31.38	17.5.2025	0.046	0.262	-1.541	-474.015	-343.511	58.534	39.78	43.64	479.98	5570.19	42.17	8.37	999	Wysoki poziom gazu
2025.3.17	16.28.28	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.31.48	17.5.2025	0.026	0.347	-0.567	-249.191	-78.076	181.435	39.82	43.61	488.78	5435.96	42.15	8.41	1039	Wysoki poziom gazu
2025.3.17	16.28.38	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.31.58	17.5.2025	0.695	-0.225	-1.723	-331.115	205.771	-109.099	39.73	43.58	497.59	5303.48	42.11	8.40	1002	Wysoki poziom gazu
2025.3.17	16.28.48	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.32.9	17.5.2025	0.171	-0.005	-0.734	92.366	-12.519	22.198	39.59	43.55	506.38	5173.24	42.07	8.34	1008	Wysoki poziom gazu
2025.3.17	16.28.58	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.32.19	17.5.2025	-0.357	-0.029	-1.613	-407.359	-219.634	219.939	39.59	43.53	515.52	5039.76	42.05	8.47	1015	Wysoki poziom gazu
2025.3.17	16.29.8	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.32.29	17.5.2025	-0.228	-0.041	-1.155	127.664	-300.214	-98.962	39.54	43.51	524.24	4914.12	42.02	8.39	944	Wysoki poziom gazu
2025.3.17	16.29.18	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.32.39	17.5.2025	-0.042	-0.033	-1.165	139.573	163.634	-276.153	39.59	43.48	533.34	4784.79	42.00	8.50	909	Wysoki poziom gazu
2025.3.17	16.29.29	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.32.49	17.5.2025	-0.158	-0.310	-2.024	162.656	452.824	-60.153	39.54	43.45	542.84	4651.78	41.97	8.56	975	Wysoki poziom gazu
2025.3.17	16.29.39	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.32.59	17.5.2025	0.244	0.082	-1.260	166.626	308.000	159.786	39.40	43.39	551.51	4531.85	41.93	8.40	966	Wysoki poziom gazu
2025.3.17	16.29.49	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.33.9	17.5.2025	0.180	0.062	-0.926	-333.893	-100.031	239.084	39.40	43.34	560.92	4403.53	41.88	8.31	994	Wysoki poziom gazu
2025.3.17	16.29.59	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.33.19	17.5.2025	-0.031	-0.177	-0.754	123.969	-64.885	-58.290	39.31	43.32	570.32	4277.09	41.83	8.48	982	Wysoki poziom gazu
2025.3.17	16.30.16	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.33.29	17.5.2025	0.446	-0.525	-1.350	65.679	256.947	166.779	39.17	43.29	586.98	4057.00	41.77	8.38	906	Wysoki poziom gazu
2025.3.17	16.30.26	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.33.39	17.5.2025	-0.027	-0.237	-1.241	-86.412	-149.832	51.756	39.26	43.28	596.62	3931.94	41.74	8.48	958	Wysoki poziom gazu
2025.3.17	16.30.37	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.33.57	17.5.2025	0.231	0.083	-0.598	-76.550	13.527	-11.664	39.26	43.27	606.14	3810.06	41.73	8.43	909	Wysoki poziom gazu
2025.3.17	16.30.47	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.34.7	17.5.2025	0.183	-0.188	-1.811	-291.359	143.389	19.084	39.21	43.25	615.56	3690.94	41.68	8.36	907	Wysoki poziom gazu
2025.3.17	16.30.57	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.34.17	17.5.2025	-0.209	-0.089	-1.176	111.237	-122.107	-11.053	39.07	43.22	624.87	3574.80	41.65	8.22	906	Wysoki poziom gazu
2025.3.17	16.31.7	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.34.27	17.5.2025	0.199	0.012	-1.125	9.954	141.802	5.008	39.07	43.20	634.15	3460.30	41.62	8.21	905	Wysoki poziom gazu
2025.3.17	16.31.17	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.34.37	17.5.2025	0.254	-0.050	-1.010	220.763	-76.397	78.198	39.02	43.18	643.79	3342.72	41.58	8.28	930	Wysoki poziom gazu
2025.3.17	16.31.27	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.34.47	17.5.2025	0.076	0.169	-1.064	-81.374	157.985	103.237	38.98	43.15	653.37	3227.42	41.55	8.26	901	Wysoki poziom gazu
2025.3.17	16.31.37	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.34.57	17.5.2025	0.141	-0.056	-0.984	76.916	-40.183	15.023	38.93	43.13	663.11	3111.41	41.51	8.30	893	Wysoki poziom gazu
2025.3.17	16.31.47	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.35.7	17.5.2025	-0.067	-0.095	-1.149	-51.542	29.069	153.985	38.79	43.11	673.36	2991.00	41.51	8.32	909	Wysoki poziom gazu
2025.3.17	16.31.57	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.35.17	17.5.2025	0.070	-0.099	-1.161	-27.053	72.977	-181.221	38.88	43.09	683.34	2875.12	41.46	8.39	926	Wysoki poziom gazu
2025.3.17	16.32.7	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.35.28	17.5.2025	-0.093	-0.102	-1.072	40.885	-30.534	-53.252	38.84	43.06	693.11	2762.95	41.42	8.46	879	Wysoki poziom gazu
2025.3.17	16.32.17	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.35.38	17.5.2025	-0.035	-0.057	-1.333	-92.031	-47.420	-53.588	38.84	43.03	703.43	2645.85	41.39	8.38	883	Wysoki poziom gazu
2025.3.17	16.32.27	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.35.48	17.5.2025	0.210	-0.022	-0.877	-36.916	-5.954	-0.489	38.84	43.00	713.20	2536.31	41.37	8.42	867	Wysoki poziom gazu
2025.3.17	16.32.37	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.35.58	17.5.2025	0.241	-0.237	-1.404	-184.672	124.458	165.832	38.79	42.98	723.25	2424.84	41.33	8.43	912	Wysoki poziom gazu
2025.3.17	16.32.48	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.36.8	17.5.2025	-0.094	-0.126	-1.136	-73.008	-126.412	-135.695	38.88	42.95	732.71	2321.12	41.31	8.42	865	Wysoki poziom gazu
2025.3.17	16.32.58	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.36.18	17.5.2025	0.110	-0.107	-1.068	-101.863	-19.969	-71.481	38.84	42.92	742.50	2214.88	41.26	8.42	912	Wysoki poziom gazu
2025.3.17	16.33.8	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.36.28	17.5.2025	0.217	0.066	-0.691	4.580	71.847	-141.160	38.88	42.89	752.91	2103.08	41.22	8.43	907	Wysoki poziom gazu
2025.3.17	16.33.18	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.36.38	17.5.2025	-0.040	0.122	-1.169	1.069	-44.947	-259.908	38.84	42.85	763.72	1988.35	41.18	8.50	908	Wysoki poziom gazu
2025.3.17	16.33.28	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.36.48	17.5.2025	0.078	0.208	-0.988	-115.511	197.893	116.000	38.98	42.82	774.25	1877.96	41.15	8.47	853	Wysoki poziom gazu
2025.3.17	16.33.38	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.36.58	17.5.2025	0.198	0.048	-0.812	-166.229	136.916	152.794	38.84	42.80	785.31	1763.13	41.11	8.61	848	Wysoki poziom gazu
2025.3.17	16.33.48	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.37.8	17.5.2025	0.155	-0.154	-1.128	34.656	-78.931	60.824	38.84	42.77	796.26	1650.82	41.05	8.71	883	Wysoki poziom gazu
2025.3.17	16.33.58	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.37.8	17.5.2025	-0.004	-0.018	-0.825	-95.115	-10.229	37.832	38.79	42.75	807.17	1540.24	41.01	8.68	880	Wysoki poziom gazu
2025.3.17	16.34.8	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.37.29	17.5.2025	0.178	0.216	-1.013	163.634	-236.244	-0.092	38.84	42.73	817.55	1436.04	40.98	8.69	873	Wysoki poziom gazu
2025.3.17	16.34.18	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.37.39	17.5.2025	0.155	-0.240	-1.295	79.450	-34.565	-93.282	38.79	42.68	828.12	1331.04	40.93	8.86	869	Wysoki poziom gazu
2025.3.17	16.34.28	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.37.49	17.5.2025	0.106	-0.105	-0.980	-51.420	26.870	-76.916	38.88	42.65	839.39	1220.31	40.90	8.86	870	Wysoki poziom gazu
2025.3.17	16.34.38	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.37.59	17.5.2025	0.116	-0.184	-0.974	101.496	-12.641	120.672	38.74	42.62	851.23	1105.23	40.87	8.87	867	Wysoki poziom gazu
2025.3.17	16.34.49	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.38.9	17.5.2025	0.054	0.084	-1.056	21.466	73.282	176.000	38.74	42.60	862.86	993.49	40.82	9.16	903	Wysoki poziom gazu
2025.3.17	16.34.59	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.38.19	17.5.2025	-0.002	-0.142	-1.100	-42.107	-68.092	-163.328	38.84	42.56	874.84	879.59	40.78	9.29	895	Wysoki poziom gazu
2025.3.17	16.35.9	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.38.29	17.5.2025	-0.044	0.052	-1.145	-13.038	9.252	107.481	38.69	42.54	886.94	765.86	40.77	9.27	894	Wysoki poziom gazu
2025.3.17	16.35.19	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.38.39	17.5.2025	-0.032	0.122	-1.058	-2.779	42.198	151.298	38.74	42.53	899.69	647.37	40.75	9.39	891	Wysoki poziom gazu
2025.3.17	16.35.29	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.38.49	17.5.2025	-0.005	0.524	-0.873	1.679	115.847	317.374	38.74	42.52	912.89	526.14	40.75	9.33	883	Wysoki poziom gazu
2025.3.17	16.35.39	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.38.59	17.5.2025	0.176	0.033	-1.199	41.344	67.053	135.603	38.84	42.51	924.52	420.51	40.73	9.39	881	Wysoki poziom gazu
2025.3.17	16.35.49	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.39.9	17.5.2025	-0.103	-0.076	-1.062	91.176	68.092	95.542	38.79	42.50	936.58	312.08	40.72	9.46	922	Wysoki poziom gazu
2025.3.17	16.35.59	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.39.19	17.5.2025	0.234	0.495	-0.811	232.427	-58.840	-388.366	38.65	42.47	948.51	205.87	40.70	9.62	844	Wysoki poziom gazu
2025.3.17	16.36.9	54.422745	20.360067	1855.90	17.39	355.49	0	390.00	11.39.30	17.5.2025	0.286	-0.035	-1.655	121.527	227.481	127.878	38.79	42.43	961.68	89.99	40.66	9.95	853	Wysoki poziom gazu
